,anime_id,title,score,score_count,rank,popularity,related,genre,producer
509,5162,Minami-ke Okaeri,7.63,709,1276.0,1513,"{'Adaptation': [{'mal_id': 2629, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2629/Minami-ke', 'title': 'Minami-ke'}], 'Prequel': [{'mal_id': 3225, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3225/Minami-ke_Okawari', 'title': 'Minami-ke Okawari'}], 'Side story': [{'mal_id': 5713, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5713/Minami-ke_Betsubara', 'title': 'Minami-ke Betsubara'}], 'Sequel': [{'mal_id': 14575, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14575/Minami-ke_Omatase', 'title': 'Minami-ke Omatase'}]}","Slice of Life, Comedy, School",
9604,5337,Bakugan Battle Brawlers: New Vestroia,6.48,150,5664.0,2451,"{'Prequel': [{'mal_id': 2156, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2156/Bakugan_Battle_Brawlers', 'title': 'Bakugan Battle Brawlers'}], 'Sequel': [{'mal_id': 7334, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7334/Bakugan_Battle_Brawlers__Gundalian_Invaders', 'title': 'Bakugan Battle Brawlers: Gundalian Invaders'}]}","Game, Adventure, Fantasy, Shounen",Nelvana
13755,5505,Viper&#039;s Creed,6.83,79,4221.0,4010,[],"Action, Military, Sci-Fi",Sony Pictures Entertainment
13131,5530,Pandora Hearts,7.85,2421,801.0,233,"{'Adaptation': [{'mal_id': 3031, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3031/Pandora_Hearts', 'title': 'Pandora Hearts'}], 'Side story': [{'mal_id': 6896, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6896/Pandora_Hearts_Specials', 'title': 'Pandora Hearts Specials'}]}","Adventure, Fantasy, Mystery, Shounen, Supernatural","Square Enix, TBS, flying DOG"
8897,5691,Rekka no Honoo: Final Burning,7.16,44,2975.0,4977,"{'Adaptation': [{'mal_id': 136, 'type': 'manga', 'url': 'https://myanimelist.net/manga/136/Rekka_no_Honoo', 'title': 'Rekka no Honoo'}], 'Prequel': [{'mal_id': 238, 'type': 'anime', 'url': 'https://myanimelist.net/anime/238/Rekka_no_Honoo', 'title': 'Rekka no Honoo'}]}","Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power",Fuji TV
6617,5973,Fight Ippatsu! Juuden-chan!!,6.76,294,4492.0,2421,"{'Adaptation': [{'mal_id': 10672, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10672/Fight_Ippatsu_Juuden-chan', 'title': 'Fight Ippatsu! Juuden-chan!!'}], 'Side story': [{'mal_id': 7744, 'type': 'anime', 'url': 'https://myanimelist.net/anime/7744/Fight_Ippatsu_Juuden-chan_Specials', 'title': 'Fight Ippatsu! Juuden-chan!! Specials'}, {'mal_id': 21599, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21599/Fight_Ippatsu_Juuden-chan_OVA', 'title': 'Fight Ippatsu! Juuden-chan!! OVA'}]}","Ecchi, Comedy, Sci-Fi, Shounen","Avex Entertainment, Genco, Mobcast"
6752,6151,Final Fantasy VII: On the Way to a Smile - Episode: Denzel,7.2,314,2808.0,2622,"{'Adaptation': [{'mal_id': 47585, 'type': 'manga', 'url': 'https://myanimelist.net/manga/47585/Final_Fantasy_VII__On_the_Way_to_a_Smile', 'title': 'Final Fantasy VII: On the Way to a Smile'}], 'Parent story': [{'mal_id': 317, 'type': 'anime', 'url': 'https://myanimelist.net/anime/317/Final_Fantasy_VII__Advent_Children', 'title': 'Final Fantasy VII: Advent Children'}, {'mal_id': 2952, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2952/Final_Fantasy_VII__Advent_Children_Complete', 'title': 'Final Fantasy VII: Advent Children Complete'}]}","Action, Fantasy, Super Power",Square Enix
8262,6171,Saint Seiya: The Lost Canvas - Meiou Shinwa,8.18,497,338.0,1441,"{'Adaptation': [{'mal_id': 1047, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1047/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa', 'title': 'Saint Seiya: The Lost Canvas - Meiou Shinwa'}], 'Sequel': [{'mal_id': 9130, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9130/Saint_Seiya__The_Lost_Canvas_-_Meiou_Shinwa_2', 'title': 'Saint Seiya: The Lost Canvas - Meiou Shinwa 2'}]}","Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",Akita Shoten
11270,6275,Pokemon Fushigi no Dungeon: Sora no Tankentai - Toki to Yami wo Meguru Saigo no Bouken,6.84,72,4162.0,4276,"{'Parent story': [{'mal_id': 1565, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1565/Pokemon_Diamond___Pearl', 'title': 'Pokemon Diamond & Pearl'}], 'Prequel': [{'mal_id': 5256, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5256/Pokemon_Fushigi_no_Dungeon__Toki_no_Tankentai_Yami_no_Tankentai', 'title': 'Pokemon Fushigi no Dungeon: Toki no Tankentai, Yami no Tankentai'}]}","Adventure, Fantasy, Kids",Nintendo of America
641,6336,Mobile Suit Gundam Unicorn,8.31,289,232.0,1481,"{'Adaptation': [{'mal_id': 5177, 'type': 'manga', 'url': 'https://myanimelist.net/manga/5177/Kidou_Senshi_Gundam_Unicorn', 'title': 'Kidou Senshi Gundam Unicorn'}, {'mal_id': 18254, 'type': 'manga', 'url': 'https://myanimelist.net/manga/18254/Kidou_Senshi_Gundam_Unicorn__Bande_Dessinee', 'title': 'Kidou Senshi Gundam Unicorn: Bande Dessinee'}], 'Prequel': [{'mal_id': 87, 'type': 'anime', 'url': 'https://myanimelist.net/anime/87/Mobile_Suit_Gundam__Chars_Counterattack', 'title': 'Mobile Suit Gundam: Char&#039;s Counterattack'}, {'mal_id': 14007, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14007/Akai_Shouzou__Char_Soshite_Frontal_e', 'title': 'Akai Shouzou: Char, Soshite Frontal e'}], 'Sequel': [{'mal_id': 88, 'type': 'anime', 'url': 'https://myanimelist.net/anime/88/Mobile_Suit_Gundam_F91', 'title': 'Mobile Suit Gundam F91'}, {'mal_id': 35224, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35224/Mobile_Suit_Gundam__Twilight_Axis', 'title': 'Mobile Suit Gundam: Twilight Axis'}, {'mal_id': 36436, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36436/Mobile_Suit_Gundam__Twilight_Axis_-_Akaki_Zan-ei', 'title': 'Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei'}, {'mal_id': 37764, 'type': 'anime', 'url': 'https://myanimelist.net/anime/37764/Kidou_Senshi_Gundam_Narrative', 'title': 'Kidou Senshi Gundam Narrative'}], 'Other': [{'mal_id': 23943, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23943/Mobile_Suit_Gundam_Unicorn__One_of_Seventy_Two', 'title': 'Mobile Suit Gundam Unicorn: One of Seventy Two'}], 'Summary': [{'mal_id': 24371, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24371/Mobile_Suit_Gundam_Unicorn__Episode_EX_-_100_Years_of_Solitude', 'title': 'Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude'}], 'Alternative version': [{'mal_id': 32792, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32792/Mobile_Suit_Gundam_Unicorn_RE_0096', 'title': 'Mobile Suit Gundam Unicorn RE:0096'}]}","Action, Drama, Mecha, Military, Sci-Fi, Space","Bandai Visual, Kadokawa Shoten"
4269,6546,Pico: My Little Summer Story,5.07,51,,4231,"{'Alternative version': [{'mal_id': 1639, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1639/Boku_no_Pico', 'title': 'Boku no Pico'}]}",Yaoi,Sugar Boy
7483,6675,Redline,8.33,1479,212.0,511,"{'Character': [{'mal_id': 1980, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1980/Trava__Fist_Planet', 'title': 'Trava: Fist Planet'}], 'Alternative version': [{'mal_id': 11483, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11483/Redline_Pilot', 'title': 'Redline Pilot'}]}","Action, Sci-Fi, Cars, Sports",Tohokushinsha Film Corporation
1567,6783,ef: A Tale of Memories. - Recollections,7.45,66,1802.0,3610,"{'Full story': [{'mal_id': 2924, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2924/ef__A_Tale_of_Memories', 'title': 'ef: A Tale of Memories.'}]}","Mystery, Drama, Romance",Rondo Robe
8543,6811,InuYasha: Kanketsu-hen,8.32,1152,219.0,626,"{'Adaptation': [{'mal_id': 676, 'type': 'manga', 'url': 'https://myanimelist.net/manga/676/InuYasha', 'title': 'InuYasha'}], 'Prequel': [{'mal_id': 249, 'type': 'anime', 'url': 'https://myanimelist.net/anime/249/InuYasha', 'title': 'InuYasha'}]}","Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen","Aniplex, YTV, Shogakukan"
1010,7062,Hidamari Sketch x ☆☆☆,7.96,207,598.0,2777,"{'Adaptation': [{'mal_id': 1362, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1362/Hidamari_Sketch', 'title': 'Hidamari Sketch'}], 'Prequel': [{'mal_id': 6984, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6984/Hidamari_Sketch_x_365_Specials', 'title': 'Hidamari Sketch x 365 Specials'}], 'Sequel': [{'mal_id': 9563, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9563/Hidamari_Sketch_x_☆☆☆_Specials', 'title': 'Hidamari Sketch x ☆☆☆ Specials'}], 'Summary': [{'mal_id': 28915, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28915/Hidamari_Sketch_x_☆☆☆_Recap', 'title': 'Hidamari Sketch x ☆☆☆ Recap'}]}","Slice of Life, Comedy, School, Seinen","Aniplex, Lantis, TBS, Movic, Houbunsha"
9030,7334,Bakugan Battle Brawlers: Gundalian Invaders,6.31,120,6340.0,2850,"{'Prequel': [{'mal_id': 5337, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5337/Bakugan_Battle_Brawlers__New_Vestroia', 'title': 'Bakugan Battle Brawlers: New Vestroia'}], 'Sequel': [{'mal_id': 10330, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10330/Bakugan_Battle_Brawlers__Mechtanium_Surge', 'title': 'Bakugan Battle Brawlers: Mechtanium Surge'}]}","Action, Adventure, Fantasy, Game, Shounen",Sega
3870,7375,Shakugan no Shana S Specials,6.99,244,3616.0,2671,"{'Prequel': [{'mal_id': 3956, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3956/Shakugan_no_Shana_II_Second_Specials', 'title': 'Shakugan no Shana II (Second) Specials'}], 'Spin-off': [{'mal_id': 6572, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6572/Shakugan_no_Shana_S', 'title': 'Shakugan no Shana S'}], 'Sequel': [{'mal_id': 12823, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12823/Shakugan_no_Shana_III_Final_Specials', 'title': 'Shakugan no Shana III (Final) Specials'}]}","Comedy, Parody",
2637,7453,AIKa Zero Picture Drama,5.71,31,7965.0,5874,"{'Parent story': [{'mal_id': 6443, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6443/AIKa_Zero', 'title': 'AIKa Zero'}]}",Ecchi,
10943,7647,Arakawa Under the Bridge,7.67,1891,1164.0,356,"{'Adaptation': [{'mal_id': 14154, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14154/Arakawa_Under_the_Bridge', 'title': 'Arakawa Under the Bridge'}], 'Sequel': [{'mal_id': 9074, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9074/Arakawa_Under_the_Bridge_x_Bridge', 'title': 'Arakawa Under the Bridge x Bridge'}]}","Comedy, Romance, Seinen","Square Enix, Starchild Records, Rakuonsha"
4022,7705,Starry☆Sky,6.26,239,6558.0,1732,"{'Adaptation': [{'mal_id': 22901, 'type': 'manga', 'url': 'https://myanimelist.net/manga/22901/Starry☆Sky', 'title': 'Starry☆Sky'}]}","Harem, School, Shoujo","Frontier Works, Sotsu"
1499,8206,Hime Chen! Otogi Chikku Idol Lilpri,7.16,32,2963.0,4267,"{'Adaptation': [{'mal_id': 20088, 'type': 'manga', 'url': 'https://myanimelist.net/manga/20088/Lilpri', 'title': 'Lilpri'}], 'Side story': [{'mal_id': 31068, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31068/Hime_Chen_Otogi_Chikku_Idol_Lilpri_2011', 'title': 'Hime Chen! Otogi Chikku Idol Lilpri (2011)'}]}","Magic, Shoujo","TV Tokyo, Shogakukan Productions, Half H.P Studio"
10214,8246,Naruto: Shippuuden Movie 4 - The Lost Tower,7.53,1382,1557.0,767,"{'Parent story': [{'mal_id': 1735, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1735/Naruto__Shippuuden', 'title': 'Naruto: Shippuuden'}], 'Other': [{'mal_id': 10659, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10659/Naruto_Soyokazeden_Movie__Naruto_to_Mashin_to_Mitsu_no_Onegai_Dattebayo', 'title': 'Naruto Soyokazeden Movie: Naruto to Mashin to Mitsu no Onegai Dattebayo!!'}]}","Action, Comedy, Martial Arts, Shounen, Super Power",Toho
9235,8278,Biohazard 4: Incubate,6.36,35,6149.0,4929,"{'Sequel': [{'mal_id': 3446, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3446/Biohazard__Degeneration', 'title': 'Biohazard: Degeneration'}]}","Action, Demons, Horror, Military, Mystery, Police, Supernatural, Thriller",Capcom
2890,8297,Planzet,5.64,43,8129.0,5806,[],"Action, Mecha, Sci-Fi","Media Factory, CoMix Wave Films"
6812,8310,Magic Kaito,7.98,159,581.0,1843,"{'Adaptation': [{'mal_id': 1804, 'type': 'manga', 'url': 'https://myanimelist.net/manga/1804/Magic_Kaito', 'title': 'Magic Kaito'}], 'Alternative setting': [{'mal_id': 235, 'type': 'anime', 'url': 'https://myanimelist.net/anime/235/Detective_Conan', 'title': 'Detective Conan'}], 'Spin-off': [{'mal_id': 2514, 'type': 'anime', 'url': 'https://myanimelist.net/anime/2514/Detective_Conan_OVA_04__Conan_and_Kid_and_Crystal_Mother', 'title': 'Detective Conan OVA 04: Conan and Kid and Crystal Mother'}], 'Alternative version': [{'mal_id': 25517, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25517/Magic_Kaito_1412', 'title': 'Magic Kaito 1412'}]}","Adventure, Comedy, Romance, Shounen",
5811,8337,Shoka,6.05,52,7245.0,5428,[],"Action, Fantasy, Historical",
3437,8666,Mazinkaiser SKL,7.12,89,3127.0,4001,"{'Spin-off': [{'mal_id': 1064, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1064/Mazinkaiser', 'title': 'Mazinkaiser'}]}","Adventure, Comedy, Mecha, Sci-Fi, Shounen","Showgate, Dynamic Planning"
11662,8740,One Piece Film: Strong World Episode 0,8.12,546,415.0,1647,"{'Adaptation': [{'mal_id': 17152, 'type': 'manga', 'url': 'https://myanimelist.net/manga/17152/One_Piece__Strong_World', 'title': 'One Piece: Strong World'}], 'Parent story': [{'mal_id': 21, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21/One_Piece', 'title': 'One Piece'}], 'Sequel': [{'mal_id': 4155, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4155/One_Piece_Film__Strong_World', 'title': 'One Piece Film: Strong World'}]}","Action, Adventure, Comedy, Fantasy, Shounen, Super Power",
999,9014,Kuttsukiboshi,6.33,263,6272.0,2223,[],"Romance, Supernatural, Drama, Shoujo Ai",
3084,9040,Mokei Senshi Gunpla Builders Beginning G,6.75,35,4542.0,5524,"{'Other': [{'mal_id': 80, 'type': 'anime', 'url': 'https://myanimelist.net/anime/80/Mobile_Suit_Gundam', 'title': 'Mobile Suit Gundam'}, {'mal_id': 19319, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19319/Gundam_Build_Fighters', 'title': 'Gundam Build Fighters'}]}","Action, Mecha, Sci-Fi, Shounen",
4391,9055,Tamayura,7.19,236,2873.0,2189,"{'Adaptation': [{'mal_id': 28933, 'type': 'manga', 'url': 'https://myanimelist.net/manga/28933/Tamayura', 'title': 'Tamayura'}], 'Sequel': [{'mal_id': 10232, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10232/Tamayura__Hitotose', 'title': 'Tamayura: Hitotose'}]}","Slice of Life, Comedy, Drama","Shochiku, TYO Animations, flying DOG, BIGLOBE, RAY"
7507,9311,Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,7.16,39,,4416,"{'Adaptation': [{'mal_id': 74103, 'type': 'manga', 'url': 'https://myanimelist.net/manga/74103/Kateikyoushi_no_Oneesan__H_no_Hensachi_Agechaimasu', 'title': 'Kateikyoushi no Oneesan: H no Hensachi Agechaimasu'}], 'Prequel': [{'mal_id': 3102, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3102/Kateikyoushi_no_Oneesan_The_Animation__H_no_Hensachi_Agechaimasu', 'title': 'Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu'}]}",Hentai,Pink Pineapple
5437,9919,Ao no Exorcist,7.83,7181,823.0,14,"{'Adaptation': [{'mal_id': 13492, 'type': 'manga', 'url': 'https://myanimelist.net/manga/13492/Ao_no_Exorcist', 'title': 'Ao no Exorcist'}], 'Side story': [{'mal_id': 10647, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10647/Ao_no_Exorcist__Ura_Ex', 'title': 'Ao no Exorcist: Ura Ex'}, {'mal_id': 11266, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11266/Ao_no_Exorcist__Kuro_no_Iede', 'title': 'Ao no Exorcist: Kuro no Iede'}, {'mal_id': 11737, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11737/Ao_no_Exorcist_Movie', 'title': 'Ao no Exorcist Movie'}], 'Sequel': [{'mal_id': 33506, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33506/Ao_no_Exorcist__Kyoto_Fujouou-hen', 'title': 'Ao no Exorcist: Kyoto Fujouou-hen'}]}","Action, Demons, Fantasy, Shounen, Supernatural","Aniplex, Dentsu, Mainichi Broadcasting System, Movic, Sakura Create, Shueisha"
10864,9924,Shukufuku no Campanella: La Campanella Della Benedizione,6.58,66,5299.0,5059,"{'Prequel': [{'mal_id': 6979, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6979/Shukufuku_no_Campanella', 'title': 'Shukufuku no Campanella'}]}","Comedy, Ecchi, Fantasy",AIC
49,9926,Sekaiichi Hatsukoi,8.07,1320,469.0,701,"{'Adaptation': [{'mal_id': 10573, 'type': 'manga', 'url': 'https://myanimelist.net/manga/10573/Sekaiichi_Hatsukoi__Onodera_Ritsu_no_Baai', 'title': 'Sekaiichi Hatsukoi: Onodera Ritsu no Baai'}], 'Spin-off': [{'mal_id': 3092, 'type': 'anime', 'url': 'https://myanimelist.net/anime/3092/Junjou_Romantica', 'title': 'Junjou Romantica'}], 'Side story': [{'mal_id': 8063, 'type': 'anime', 'url': 'https://myanimelist.net/anime/8063/Sekaiichi_Hatsukoi_OVA', 'title': 'Sekaiichi Hatsukoi OVA'}], 'Sequel': [{'mal_id': 11123, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11123/Sekaiichi_Hatsukoi_2', 'title': 'Sekaiichi Hatsukoi 2'}], 'Other': [{'mal_id': 20371, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20371/Sekaiichi_Hatsukoi_Movie__Yokozawa_Takafumi_no_Baai', 'title': 'Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai'}]}","Comedy, Drama, Romance, Shounen Ai","Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx"
9123,9970,Floating Material,6.74,35,,4488,[],Hentai,
383,10016,Kizuna Ichigeki,6.64,66,5018.0,4965,"{'Other': [{'mal_id': 10500, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10500/Ojiisan_no_Lamp', 'title': 'Ojiisan no Lamp'}, {'mal_id': 10501, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10501/Bannou_Yasai_Ninninman', 'title': 'Bannou Yasai Ninninman'}, {'mal_id': 10502, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10502/Tansu_Warashi', 'title': 'Tansu Warashi.'}]}","Martial Arts, Comedy",
2189,10348,Fireball Charming,6.88,71,3989.0,4424,"{'Sequel': [{'mal_id': 4362, 'type': 'anime', 'url': 'https://myanimelist.net/anime/4362/Fireball', 'title': 'Fireball'}]}",Sci-Fi,Walt Disney Studios
13483,10408,Hotarubi no Mori e,8.55,2380,84.0,196,"{'Adaptation': [{'mal_id': 3282, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3282/Hotarubi_no_Mori_e', 'title': 'Hotarubi no Mori e'}, {'mal_id': 101004, 'type': 'manga', 'url': 'https://myanimelist.net/manga/101004/Aizoban_Hotarubi_no_Mori_e', 'title': 'Aizoban Hotarubi no Mori e'}]}","Drama, Romance, Shoujo, Supernatural",Aniplex
10527,10488,Shocking Pink!,7.01,31,,4659,"{'Adaptation': [{'mal_id': 16336, 'type': 'manga', 'url': 'https://myanimelist.net/manga/16336/Shocking_Pink', 'title': 'Shocking Pink!'}]}","Harem, Hentai","Studio Eromatick, Mary Jane"
9302,10501,Bannou Yasai Ninninman,6.06,60,7199.0,5282,"{'Other': [{'mal_id': 10016, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10016/Kizuna_Ichigeki', 'title': 'Kizuna Ichigeki'}, {'mal_id': 10500, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10500/Ojiisan_no_Lamp', 'title': 'Ojiisan no Lamp'}, {'mal_id': 10502, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10502/Tansu_Warashi', 'title': 'Tansu Warashi.'}]}","Comedy, Supernatural",
11433,10573,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,7.66,54,1209.0,4245,"{'Prequel': [{'mal_id': 5751, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5751/Tennis_no_Ouji-sama__Another_Story_-_Kako_to_Mirai_no_Message', 'title': 'Tennis no Ouji-sama: Another Story - Kako to Mirai no Message'}], 'Side story': [{'mal_id': 13073, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13073/Tennis_no_Ouji-sama__Another_Story_II_-_Ano_Toki_no_Bokura_Specials', 'title': 'Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials'}]}","Sports, Shounen","Nihon Ad Systems, M.S.C"
6304,10713,Towa no Quon 2: Konton no Ranbu,7.49,378,1683.0,2346,"{'Adaptation': [{'mal_id': 27823, 'type': 'manga', 'url': 'https://myanimelist.net/manga/27823/Towa_no_Quon', 'title': 'Towa no Quon'}], 'Prequel': [{'mal_id': 10294, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10294/Towa_no_Quon_1__Utakata_no_Kaben', 'title': 'Towa no Quon 1: Utakata no Kaben'}], 'Sequel': [{'mal_id': 10714, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10714/Towa_no_Quon_3__Mugen_no_Renza', 'title': 'Towa no Quon 3: Mugen no Renza'}]}","Action, Mystery, Super Power, Supernatural","Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL"
12170,10827,Wizard Girl Ambitious,6.82,38,,4087,[],"Fantasy, Hentai",
2484,10920,Seikon no Qwaser II Picture Drama,6.12,69,,3870,"{'Parent story': [{'mal_id': 10073, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10073/Seikon_no_Qwaser_II', 'title': 'Seikon no Qwaser II'}]}","Ecchi, Yuri",Hoods Entertainment
13352,11005,Holy Knight,6.2,292,6752.0,2264,"{'Adaptation': [{'mal_id': 28133, 'type': 'manga', 'url': 'https://myanimelist.net/manga/28133/Holy_Knight', 'title': 'Holy Knight'}]}","Ecchi, Fantasy, Supernatural, School, Vampire, Seinen",Cammot
6742,11077,Hellsing: The Dawn,7.32,428,2339.0,1470,"{'Adaptation': [{'mal_id': 751, 'type': 'manga', 'url': 'https://myanimelist.net/manga/751/Hellsing__The_Dawn', 'title': 'Hellsing: The Dawn'}], 'Sequel': [{'mal_id': 777, 'type': 'anime', 'url': 'https://myanimelist.net/anime/777/Hellsing_Ultimate', 'title': 'Hellsing Ultimate'}]}","Action, Horror, Supernatural, Vampire, Seinen",
10555,11385,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,6.62,134,5108.0,3055,"{'Prequel': [{'mal_id': 10444, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10444/Digimon_Xros_Wars__Aku_no_Death_General_to_Nanatsu_no_Oukoku', 'title': 'Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku'}]}","Action, Adventure, Comedy, Fantasy, Shounen",TV Asahi
7985,11597,Nisemonogatari,8.2,3454,318.0,146,"{'Adaptation': [{'mal_id': 14893, 'type': 'manga', 'url': 'https://myanimelist.net/manga/14893/Monogatari_Series__First_Season', 'title': 'Monogatari Series: First Season'}], 'Prequel': [{'mal_id': 5081, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5081/Bakemonogatari', 'title': 'Bakemonogatari'}], 'Sequel': [{'mal_id': 17074, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season', 'title': 'Monogatari Series: Second Season'}], 'Character': [{'mal_id': 23831, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23831/Mahou_Shoujo_Madoka★Magica_Movie_3__Hangyaku_no_Monogatari_-_Magica_Quartet_x_Nisioisin', 'title': 'Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin'}], 'Side story': [{'mal_id': 32268, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32268/Koyomimonogatari', 'title': 'Koyomimonogatari'}], 'Other': [{'mal_id': 36725, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36725/Naisho_no_Hanashi', 'title': 'Naisho no Hanashi'}]}","Mystery, Comedy, Supernatural, Ecchi","Aniplex, Kodansha, Rakuonsha"
13710,12065,Queen&#039;s Blade OVA Specials,6.2,61,6761.0,4315,"{'Parent story': [{'mal_id': 10924, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10924/Queens_Blade_OVA', 'title': 'Queen&#039;s Blade OVA'}]}","Action, Adventure, Ecchi, Fantasy","Genco, Media Factory, Hobby Japan"
10099,12149,AKB0048,7.5,399,1624.0,1656,"{'Sequel': [{'mal_id': 14941, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14941/AKB0048__Next_Stage', 'title': 'AKB0048: Next Stage'}]}","Music, Sci-Fi","Starchild Records, Magic Capsule, GANSIS"
12764,12189,Hyouka,8.15,3594,372.0,73,"{'Adaptation': [{'mal_id': 35513, 'type': 'manga', 'url': 'https://myanimelist.net/manga/35513/Koten-bu_Series', 'title': 'Koten-bu Series'}], 'Side story': [{'mal_id': 13469, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13469/Hyouka__Motsubeki_Mono_wa', 'title': 'Hyouka: Motsubeki Mono wa'}]}","Mystery, School, Slice of Life","Lantis, Kadokawa Shoten, KlockWorx, chara-ani.com, Animation Do"
4652,12419,Guilty Crown Kiseki: Reassortment,7.25,322,2611.0,2299,"{'Full story': [{'mal_id': 10793, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10793/Guilty_Crown', 'title': 'Guilty Crown'}]}","Action, Sci-Fi, Super Power",
