,anime_id,title,score,score_count,rank,popularity,related,genre,producer
2458,31174,Osomatsu-san,8.18,251,337.0,887,"{'Adaptation': [{'mal_id': 95212, 'type': 'manga', 'url': 'https://myanimelist.net/manga/95212/Osomatsu-san', 'title': 'Osomatsu-san'}], 'Prequel': [{'mal_id': 9883, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9883/Osomatsu-kun_1988', 'title': 'Osomatsu-kun (1988)'}], 'Side story': [{'mal_id': 32026, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32026/Osomatsu-san_Special', 'title': 'Osomatsu-san Special'}, {'mal_id': 32383, 'type': 'anime', 'url': 'https://myanimelist.net/anime/32383/Osomatsu-san_Short_Film_Series', 'title': 'Osomatsu-san Short Film Series'}], 'Other': [{'mal_id': 33903, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33903/All-Free_kono_Natsu_Ichioshi_Monogatari_Campaign_Kokuchi_Douga', 'title': 'All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga'}, {'mal_id': 34238, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34238/Osomatsu-san__Ouma_de_Kobanashi', 'title': 'Osomatsu-san: Ouma de Kobanashi'}, {'mal_id': 34239, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34239/Mutsugo_to_Ouma_no_Monogatari', 'title': 'Mutsugo to Ouma no Monogatari'}, {'mal_id': 35019, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35019/Osomatsu-san_Short_Episode', 'title': 'Osomatsu-san Short Episode'}, {'mal_id': 36664, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36664/Matsumotokiyoshi_x_Osomatsu-san', 'title': 'Matsumotokiyoshi x Osomatsu-san'}, {'mal_id': 36714, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36714/Hashire_Osomatsu-san', 'title': 'Hashire! Osomatsu-san'}], 'Summary': [{'mal_id': 35018, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35018/Osomatsu-san_Movie', 'title': 'Osomatsu-san Movie'}], 'Sequel': [{'mal_id': 35067, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35067/Osomatsu-san_2nd_Season', 'title': 'Osomatsu-san 2nd Season'}]}","Comedy, Parody","TV Tokyo, Dentsu, Rakuonsha, Avex Pictures, Daiichi Shokai CO., LTD, Fujio Production"
4726,31229,Servamp,7.11,221,3187.0,719,"{'Adaptation': [{'mal_id': 29887, 'type': 'manga', 'url': 'https://myanimelist.net/manga/29887/Servamp', 'title': 'Servamp'}], 'Side story': [{'mal_id': 33994, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33994/Servamp_Specials', 'title': 'Servamp Specials'}, {'mal_id': 34796, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34796/Servamp__Hai_ni_Mamireta_Shoukei_-_All_the_worlds_a_stage', 'title': 'Servamp: Hai ni Mamireta Shoukei - All the world&#039;s a stage'}, {'mal_id': 36803, 'type': 'anime', 'url': 'https://myanimelist.net/anime/36803/Servamp_Movie__Alice_in_the_Garden', 'title': 'Servamp Movie: Alice in the Garden'}]}","Action, Comedy, Drama, Josei, Supernatural, Vampire","Frontier Works, Lantis, Kadokawa Shoten, AT-X, Sony Music Communications, Hakuhodo DY Music &amp; Pictures, Yomiuri TV Enterprise, Adores, Heroz"
7658,31324,Grisaia no Meikyuu Special,7.47,118,1724.0,2152,"{'Parent story': [{'mal_id': 29093, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29093/Grisaia_no_Meikyuu__Caprice_no_Mayu_0', 'title': 'Grisaia no Meikyuu: Caprice no Mayu 0'}], 'Prequel': [{'mal_id': 29101, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29101/Grisaia_no_Kajitsu_Specials', 'title': 'Grisaia no Kajitsu Specials'}], 'Sequel': [{'mal_id': 31368, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31368/Grisaia_no_Rakuen_Specials', 'title': 'Grisaia no Rakuen Specials'}]}",Ecchi,Frontier Works
2596,31417,Binan Koukou Chikyuu Boueibu LOVE! LOVE!,7.21,55,2761.0,2792,"{'Adaptation': [{'mal_id': 85057, 'type': 'manga', 'url': 'https://myanimelist.net/manga/85057/Binan_Koukou_Chikyuu_Bouei-bu_Love_Novel', 'title': 'Binan Koukou Chikyuu Bouei-bu Love! Novel!'}], 'Prequel': [{'mal_id': 27727, 'type': 'anime', 'url': 'https://myanimelist.net/anime/27727/Binan_Koukou_Chikyuu_Boueibu_LOVE', 'title': 'Binan Koukou Chikyuu Boueibu LOVE!'}], 'Sequel': [{'mal_id': 35182, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35182/Binan_Koukou_Chikyuu_Boueibu_LOVE_LOVE_LOVE', 'title': 'Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!'}]}","Slice of Life, Comedy, Parody, Magic, School",Pony Canyon
3108,31442,Musaigen no Phantom World,7.0,938,3571.0,275,"{'Adaptation': [{'mal_id': 64225, 'type': 'manga', 'url': 'https://myanimelist.net/manga/64225/Musaigen_no_Phantom_World', 'title': 'Musaigen no Phantom World'}], 'Sequel': [{'mal_id': 33075, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33075/Musaigen_no_Phantom_World_Special', 'title': 'Musaigen no Phantom World Special'}], 'Spin-off': [{'mal_id': 33164, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33164/Musaigen_no_Phantom_World__Limitless_Phantom_World', 'title': 'Musaigen no Phantom World: Limitless Phantom World'}]}","Action, Comedy, Fantasy, Slice of Life, Supernatural","Lantis, Pony Canyon, Asahi Broadcasting"
1320,31741,Magi: Sinbad no Bouken (TV),8.13,415,403.0,512,"{'Adaptation': [{'mal_id': 48025, 'type': 'manga', 'url': 'https://myanimelist.net/manga/48025/Magi__Sinbad_no_Bouken', 'title': 'Magi: Sinbad no Bouken'}], 'Sequel': [{'mal_id': 14513, 'type': 'anime', 'url': 'https://myanimelist.net/anime/14513/Magi__The_Labyrinth_of_Magic', 'title': 'Magi: The Labyrinth of Magic'}], 'Alternative version': [{'mal_id': 22097, 'type': 'anime', 'url': 'https://myanimelist.net/anime/22097/Magi__Sinbad_no_Bouken', 'title': 'Magi: Sinbad no Bouken'}]}","Action, Adventure, Fantasy, Magic, Shounen","Aniplex, Mainichi Broadcasting System, Shogakukan"
3431,32171,Ange Vierge,6.13,48,6989.0,2040,[],"Adventure, Magic, Fantasy, School","Sotsu, Sega, KlockWorx, Grooove"
9641,32268,Koyomimonogatari,7.77,248,946.0,919,"{'Adaptation': [{'mal_id': 44227, 'type': 'manga', 'url': 'https://myanimelist.net/manga/44227/Monogatari_Series__Final_Season', 'title': 'Monogatari Series: Final Season'}], 'Parent story': [{'mal_id': 5081, 'type': 'anime', 'url': 'https://myanimelist.net/anime/5081/Bakemonogatari', 'title': 'Bakemonogatari'}, {'mal_id': 11597, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11597/Nisemonogatari', 'title': 'Nisemonogatari'}, {'mal_id': 15689, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15689/Nekomonogatari__Kuro', 'title': 'Nekomonogatari: Kuro'}, {'mal_id': 17074, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season', 'title': 'Monogatari Series: Second Season'}, {'mal_id': 28025, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28025/Tsukimonogatari', 'title': 'Tsukimonogatari'}, {'mal_id': 31181, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31181/Owarimonogatari', 'title': 'Owarimonogatari'}], 'Sequel': [{'mal_id': 35247, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35247/Owarimonogatari_2nd_Season', 'title': 'Owarimonogatari 2nd Season'}]}","Mystery, Comedy, Supernatural","Aniplex, Kodansha"
9618,32379,Berserk,6.7,435,4739.0,544,"{'Adaptation': [{'mal_id': 2, 'type': 'manga', 'url': 'https://myanimelist.net/manga/2/Berserk', 'title': 'Berserk'}], 'Prequel': [{'mal_id': 33, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk', 'title': 'Kenpuu Denki Berserk'}, {'mal_id': 12115, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12115/Berserk__Ougon_Jidai-hen_III_-_Kourin', 'title': 'Berserk: Ougon Jidai-hen III - Kourin'}], 'Sequel': [{'mal_id': 34055, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34055/Berserk_2nd_Season', 'title': 'Berserk 2nd Season'}], 'Summary': [{'mal_id': 35009, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35009/Berserk_Recap', 'title': 'Berserk Recap'}]}","Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural","WOWOW, Mainichi Broadcasting System, Hakusensha, Ultra Super Pictures, LIDENFILMS, NBCUniversal Entertainment Japan, Lucent Pictures Entertainment, Docomo Anime Store, Koei Tecmo Games"
1278,32454,Usakame,5.87,41,7658.0,4083,"{'Adaptation': [{'mal_id': 95732, 'type': 'manga', 'url': 'https://myanimelist.net/manga/95732/Usakame', 'title': 'Usakame'}], 'Spin-off': [{'mal_id': 15125, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15125/Teekyuu', 'title': 'Teekyuu'}], 'Side story': [{'mal_id': 34615, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34615/Usakame_Special', 'title': 'Usakame Special'}]}","Comedy, Sports, Shounen","DAX Production, Earth Star Entertainment"
2523,32601,12-sai.: Chicchana Mune no Tokimeki,6.57,37,5309.0,2789,"{'Adaptation': [{'mal_id': 63183, 'type': 'manga', 'url': 'https://myanimelist.net/manga/63183/12-sai', 'title': '12-sai.'}], 'Other': [{'mal_id': 23579, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23579/12-sai', 'title': '12-sai.'}, {'mal_id': 31319, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31319/12-sai_2nd_Season', 'title': '12-sai. 2nd Season'}], 'Sequel': [{'mal_id': 33419, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33419/12-sai__Chicchana_Mune_no_Tokimeki_2nd_Season', 'title': '12-sai.: Chicchana Mune no Tokimeki 2nd Season'}]}","Romance, School, Shoujo","Shogakukan Productions, AT-X, Nippon Columbia, Tokyo MX, Shogakukan, East Japan Marketing &amp; Communications, Sun TV"
11915,32828,Amaama to Inazuma,7.57,459,1420.0,541,"{'Adaptation': [{'mal_id': 63535, 'type': 'manga', 'url': 'https://myanimelist.net/manga/63535/Amaama_to_Inazuma', 'title': 'Amaama to Inazuma'}]}","Comedy, Seinen, Slice of Life","Toei Video, Kodansha, Shin-Ei Animation, DAX Production, Asmik Ace Entertainment, Yomiuri TV Enterprise, Sumitomo"
3144,32915,Durarara!!x2 Ketsu: Dufufufu!!,7.71,50,1077.0,2358,"{'Adaptation': [{'mal_id': 78183, 'type': 'manga', 'url': 'https://myanimelist.net/manga/78183/Durarara_Gaiden', 'title': 'Durarara!! Gaiden!?'}], 'Parent story': [{'mal_id': 27833, 'type': 'anime', 'url': 'https://myanimelist.net/anime/27833/Durararax2_Ketsu', 'title': 'Durarara!!x2 Ketsu'}]}","Action, Mystery, Supernatural",
5794,33341,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,6.58,35,5302.0,3410,[],"Sci-Fi, Adventure","TV Tokyo, Studio Mausu"
