,anime_id,title,score,score_count,rank,popularity,background,related,genre
13211,15359,Kyousou Giga (2012),7.22,500,2729.0,2661,,"{'Adaptation': [{'mal_id': 36619, 'type': 'manga', 'url': 'https://myanimelist.net/manga/36619/Kyousou_Giga', 'title': 'Kyousou Giga'}], 'Prequel': [{'mal_id': 10893, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10893/Kyousou_Giga', 'title': 'Kyousou Giga'}], 'Other': [{'mal_id': 19703, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19703/Kyousou_Giga_TV', 'title': 'Kyousou Giga (TV)'}], 'Summary': [{'mal_id': 20723, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20723/Kyousou_Giga_TV_Recaps', 'title': 'Kyousou Giga (TV) Recaps'}]}","Action, Fantasy, Supernatural"
9540,15537,Tsugou no Yoi Sexfriend?,7.53,84,,3627,Some of the voice cast from the visual novel returned to voice the anime Tsugou no Yoi Sexfriend?.,"{'Adaptation': [{'mal_id': 78837, 'type': 'manga', 'url': 'https://myanimelist.net/manga/78837/Tsugou_no_Yoi_Sex_Friend', 'title': 'Tsugou no Yoi Sex Friend?'}]}","Harem, Hentai"
9483,15735,Jormungand: Perfect Order Recap,7.35,148,2235.0,3985,,"{'Full story': [{'mal_id': 12413, 'type': 'anime', 'url': 'https://myanimelist.net/anime/12413/Jormungand', 'title': 'Jormungand'}], 'Sequel': [{'mal_id': 13331, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13331/Jormungand__Perfect_Order', 'title': 'Jormungand: Perfect Order'}]}","Action, Adventure, Seinen"
9667,15775,Saint☆Oniisan,7.6,892,1359.0,1599,,"{'Adaptation': [{'mal_id': 8947, 'type': 'manga', 'url': 'https://myanimelist.net/manga/8947/Saint☆Oniisan', 'title': 'Saint☆Oniisan'}], 'Other': [{'mal_id': 15771, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15771/Saint☆Oniisan_Movie', 'title': 'Saint☆Oniisan (Movie)'}]}","Comedy, Seinen, Slice of Life"
1719,15781,Puchimas!: Petit iDOLM@STER Episode 0,6.66,92,4942.0,5636,,"{'Adaptation': [{'mal_id': 29899, 'type': 'manga', 'url': 'https://myanimelist.net/manga/29899/Puchimas__Petit_iDOLMSTER', 'title': 'Puchimas!: Petit iDOLM@STER'}], 'Sequel': [{'mal_id': 15649, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15649/Puchimas__Petit_iDOLMSTER', 'title': 'Puchimas!: Petit iDOLM@STER'}]}","Comedy, Music, Slice of Life"
10123,15783,Lupin III: Touhou Kenbunroku - Another Page,6.92,36,3846.0,6426,,"{'Parent story': [{'mal_id': 1412, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1412/Lupin_III', 'title': 'Lupin III'}]}","Action, Adventure, Mystery, Comedy, Seinen"
9130,15845,Chikan no Licence,6.32,43,,5418,,[],Hentai
4523,15933,Vassalord.,7.03,489,3479.0,2668,,"{'Adaptation': [{'mal_id': 3076, 'type': 'manga', 'url': 'https://myanimelist.net/manga/3076/Vassalord', 'title': 'Vassalord.'}]}","Action, Comedy, Fantasy, Mystery, Shounen Ai, Supernatural, Vampire"
11781,15951,Amagami SS+ Plus Picture Drama,6.62,235,5100.0,3571,,"{'Other': [{'mal_id': 11235, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11235/Amagami_SS__Plus', 'title': 'Amagami SS+ Plus'}]}",Romance
12073,16059,Aku no Onna Kanbu: Full Moon Night,6.86,43,,4806,,"{'Prequel': [{'mal_id': 11745, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11745/Aku_no_Onna_Kanbu', 'title': 'Aku no Onna Kanbu'}]}","Hentai, Supernatural"
7285,16524,Suisei no Gargantia,7.6,5326,1364.0,337,"Suisei no Gargantia was nominated for the Seiun Award in April 2014. The series had a preview screening of episodes 1 and 2 on February 9, 2013, with the regular TV airing starting on April 7.","{'Adaptation': [{'mal_id': 50169, 'type': 'manga', 'url': 'https://myanimelist.net/manga/50169/Suisei_no_Gargantia', 'title': 'Suisei no Gargantia'}, {'mal_id': 58685, 'type': 'manga', 'url': 'https://myanimelist.net/manga/58685/Suisei_no_Gargantia', 'title': 'Suisei no Gargantia'}], 'Side story': [{'mal_id': 18413, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18413/Puchitto_Gargantia', 'title': 'Puchitto Gargantia'}, {'mal_id': 19211, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19211/Suisei_no_Gargantia_Specials', 'title': 'Suisei no Gargantia Specials'}], 'Sequel': [{'mal_id': 23319, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23319/Suisei_no_Gargantia__Meguru_Kouro_Haruka', 'title': 'Suisei no Gargantia: Meguru Kouro, Haruka'}], 'Summary': [{'mal_id': 31113, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31113/Puchitto_Furikaerintia', 'title': 'Puchitto Furikaerintia'}]}","Action, Sci-Fi, Adventure, Mecha"
1472,16656,Zettai Junpaku♡Mahou Shoujo,5.42,153,8526.0,4118,,[],"Action, Ecchi, Harem, Magic"
11524,16706,Kami nomi zo Shiru Sekai: Megami-hen,8.22,4749,291.0,399,,"{'Adaptation': [{'mal_id': 7519, 'type': 'manga', 'url': 'https://myanimelist.net/manga/7519/Kami_nomi_zo_Shiru_Sekai', 'title': 'Kami nomi zo Shiru Sekai'}], 'Prequel': [{'mal_id': 15117, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15117/Kami_nomi_zo_Shiru_Sekai__Tenri-hen', 'title': 'Kami nomi zo Shiru Sekai: Tenri-hen'}]}","Harem, Comedy, Supernatural, Romance, Shounen"
11794,16910,Namiuchigiwa no Muromi-san,7.03,812,3470.0,2087,,"{'Adaptation': [{'mal_id': 24291, 'type': 'manga', 'url': 'https://myanimelist.net/manga/24291/Namiuchigiwa_no_Muromi-san', 'title': 'Namiuchigiwa no Muromi-san'}], 'Side story': [{'mal_id': 17855, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17855/Namiuchigiwa_no_Muromi-san_OVA', 'title': 'Namiuchigiwa no Muromi-san OVA'}]}","Comedy, Fantasy, Slice of Life"
8216,16914,Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,7.05,55,,4840,,[],Hentai
4158,16918,Gin no Saji,8.16,3217,358.0,506,"Gin no Saji is an anime adaptation of Hiromu Arakawa&#039;s ongoing manga of the same name that has sold over 12 million copies in Japan alone and was honored with a nomination for the 19th annual Tezuka Osamu Cultural Prize. The series aired in 2013 on the famous Fuji Television noitaminA block, which has aired several prominent anime including Anohana, Nodame Cantabile and Psycho-Pass. Gin no Saji has been licensed by Aniplex of America for streaming and home video distribution in North America. The anime adaptation was followed by a live-action film adaptation, of the same source material, that premiered in 2014.","{'Adaptation': [{'mal_id': 25096, 'type': 'manga', 'url': 'https://myanimelist.net/manga/25096/Gin_no_Saji', 'title': 'Gin no Saji'}], 'Sequel': [{'mal_id': 19363, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19363/Gin_no_Saji_2nd_Season', 'title': 'Gin no Saji 2nd Season'}]}","Comedy, School, Shounen, Slice of Life"
7139,17082,Aiura,6.78,1199,4386.0,1451,,"{'Adaptation': [{'mal_id': 45980, 'type': 'manga', 'url': 'https://myanimelist.net/manga/45980/Aiura', 'title': 'Aiura'}]}","Comedy, School, Shounen, Slice of Life"
12802,17127,Chokkyuu Hyoudai Robot Anime: Straight Title,5.9,31,7564.0,7253,,[],"Comedy, Mecha"
12190,17791,Kyoto Animation: Ikitaku Naru Omise-hen,6.31,67,6355.0,5661,,"{'Other': [{'mal_id': 13259, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13259/Kyoto_Animation__Ajisai-hen', 'title': 'Kyoto Animation: Ajisai-hen'}, {'mal_id': 13309, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13309/Kyoto_Animation__Hoshi-hen', 'title': 'Kyoto Animation: Hoshi-hen'}, {'mal_id': 13373, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13373/Kyoto_Animation__Hana-hen', 'title': 'Kyoto Animation: Hana-hen'}, {'mal_id': 13375, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13375/Kyoto_Animation__Sora-hen', 'title': 'Kyoto Animation: Sora-hen'}, {'mal_id': 17811, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17811/Kyoto_Animation__Hassou-hen', 'title': 'Kyoto Animation: Hassou-hen'}, {'mal_id': 17813, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17813/Kyoto_Animation__Megane-hen', 'title': 'Kyoto Animation: Megane-hen'}, {'mal_id': 17815, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17815/Kyoto_Animation__Kasa-hen', 'title': 'Kyoto Animation: Kasa-hen'}, {'mal_id': 17819, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17819/Kyoto_Animation__Suiei-hen', 'title': 'Kyoto Animation: Suiei-hen'}]}",Sci-Fi
1212,17867,Nuki Doki! Tenshi to Akuma no Sakusei Battle,7.04,71,,4179,,"{'Adaptation': [{'mal_id': 69899, 'type': 'manga', 'url': 'https://myanimelist.net/manga/69899/Nuki_Doki_Tenshi_to_Akuma_no_Sakusei_Battle', 'title': 'Nuki Doki! Tenshi to Akuma no Sakusei Battle'}], 'Sequel': [{'mal_id': 34492, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34492/Nuki_Doki_Tenshi_to_Akuma_no_Sakusei_Battle_-_Revolution', 'title': 'Nuki Doki! Tenshi to Akuma no Sakusei Battle - Revolution'}], 'Alternative version': [{'mal_id': 34492, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34492/Nuki_Doki_Tenshi_to_Akuma_no_Sakusei_Battle_-_Revolution', 'title': 'Nuki Doki! Tenshi to Akuma no Sakusei Battle - Revolution'}]}",Hentai
5656,18041,Rozen Maiden (2013),7.42,1138,1949.0,1447,,"{'Adaptation': [{'mal_id': 7728, 'type': 'manga', 'url': 'https://myanimelist.net/manga/7728/Rozen_Maiden_2008', 'title': 'Rozen Maiden (2008)'}], 'Alternative version': [{'mal_id': 64, 'type': 'anime', 'url': 'https://myanimelist.net/anime/64/Rozen_Maiden', 'title': 'Rozen Maiden'}]}","Action, Comedy, Drama, Magic, Seinen"
2075,18231,Vanquished Queens Specials,5.65,53,8111.0,5534,,"{'Parent story': [{'mal_id': 16363, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16363/Vanquished_Queens', 'title': 'Vanquished Queens'}]}",Ecchi
5066,18247,IS: Infinite Stratos 2,6.79,4294,4361.0,375,,"{'Adaptation': [{'mal_id': 23881, 'type': 'manga', 'url': 'https://myanimelist.net/manga/23881/IS__Infinite_Stratos', 'title': 'IS: Infinite Stratos'}], 'Prequel': [{'mal_id': 10794, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10794/IS__Infinite_Stratos_Encore_-_Koi_ni_Kogareru_Rokujuusou', 'title': 'IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou'}], 'Alternative version': [{'mal_id': 20045, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20045/IS__Infinite_Stratos_2_-_Hitonatsu_no_Omoide', 'title': 'IS: Infinite Stratos 2 - Hitonatsu no Omoide'}], 'Sequel': [{'mal_id': 21653, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21653/IS__Infinite_Stratos_2_-_World_Purge-hen', 'title': 'IS: Infinite Stratos 2 - World Purge-hen'}], 'Side story': [{'mal_id': 33242, 'type': 'anime', 'url': 'https://myanimelist.net/anime/33242/IS__Infinite_Stratos_2_-_Infinite_Wedding', 'title': 'IS: Infinite Stratos 2 - Infinite Wedding'}]}","Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha"
1041,18295,Kakumeiki Valvrave 2nd Season,7.39,2027,2070.0,1200,,"{'Adaptation': [{'mal_id': 57325, 'type': 'manga', 'url': 'https://myanimelist.net/manga/57325/Kakumeiki_Valvrave', 'title': 'Kakumeiki Valvrave'}], 'Prequel': [{'mal_id': 16668, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16668/Kakumeiki_Valvrave', 'title': 'Kakumeiki Valvrave'}]}","Action, Space, Mecha"
7942,18429,Lupin III vs. Detective Conan: The Movie,8.02,280,534.0,3145,,"{'Adaptation': [{'mal_id': 110645, 'type': 'manga', 'url': 'https://myanimelist.net/manga/110645/Lupin_III_vs_Detective_Conan__The_Movie', 'title': 'Lupin III vs. Detective Conan: The Movie'}], 'Character': [{'mal_id': 1412, 'type': 'anime', 'url': 'https://myanimelist.net/anime/1412/Lupin_III', 'title': 'Lupin III'}], 'Prequel': [{'mal_id': 6115, 'type': 'anime', 'url': 'https://myanimelist.net/anime/6115/Lupin_III_vs_Detective_Conan', 'title': 'Lupin III vs. Detective Conan'}]}","Action, Comedy, Mystery, Shounen"
1555,18549,Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party,6.57,39,5345.0,6492,,"{'Parent story': [{'mal_id': 9745, 'type': 'anime', 'url': 'https://myanimelist.net/anime/9745/Sengoku_Basara_Movie__The_Last_Party', 'title': 'Sengoku Basara Movie: The Last Party'}]}","Comedy, Historical"
5863,18653,JK to Orc Heidan: Aku Buta Oni ni Ryougyaku Sareta Seijo Gakuen,6.5,49,,5306,,[],"Hentai, Demons, Supernatural"
8408,18835,Hakuouki Reimeiroku Tokuten Disc,7.36,31,2183.0,6027,,"{'Other': [{'mal_id': 13115, 'type': 'anime', 'url': 'https://myanimelist.net/anime/13115/Hakuouki_Reimeiroku', 'title': 'Hakuouki Reimeiroku'}]}","Action, Supernatural, Josei"
7402,19115,Giovanni no Shima,7.8,231,871.0,3013,"A special animated movie to commemorate 50th anniversary of Japan Association of Music Enterprises (JAME). Winner of the Platinum Grand Prize during the 2015 Future Film Festival, held in Italy.",[],"Drama, Historical"
12325,19151,Walkure Romanze,6.52,1395,5540.0,1086,,"{'Adaptation': [{'mal_id': 45379, 'type': 'manga', 'url': 'https://myanimelist.net/manga/45379/Walkure_Romanze__Shoujo_Kishi_Monogatari', 'title': 'Walkure Romanze: Shoujo Kishi Monogatari'}, {'mal_id': 63251, 'type': 'manga', 'url': 'https://myanimelist.net/manga/63251/Walkure_Romanze', 'title': 'Walkure Romanze'}]}","Action, Ecchi, Romance, Harem, School, Sports"
13734,19291,Pokemon XY,7.43,304,1902.0,1564,,"{'Prequel': [{'mal_id': 17873, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17873/Pokemon_Best_Wishes_Season_2__Decolora_Adventure', 'title': 'Pokemon Best Wishes! Season 2: Decolora Adventure'}, {'mal_id': 21695, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21695/Pokemon_XY_SP__Road_to_Kalos', 'title': 'Pokemon XY SP: Road to Kalos'}], 'Side story': [{'mal_id': 21569, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21569/Pokemon_XY__Hakai_no_Mayu_to_Diancie', 'title': 'Pokemon XY: Hakai no Mayu to Diancie'}, {'mal_id': 21571, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21571/Pokemon__Pikachu_Kore_Nan_no_Kagi', 'title': 'Pokemon: Pikachu, Kore Nan no Kagi?'}, {'mal_id': 23301, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23301/Pokemon_XY__Mega_Evolution', 'title': 'Pokemon XY: Mega Evolution'}, {'mal_id': 23849, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23849/Pokemon_XY__Sora_no_Hahen', 'title': 'Pokemon XY: Sora no Hahen'}, {'mal_id': 25365, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25365/Pokemon_XY__Koukoku_no_Princess_Diancie', 'title': 'Pokemon XY: Koukoku no Princess Diancie'}, {'mal_id': 25805, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25805/Pokemon_the_Movie_XY__Ring_no_Choumajin_Hoopa', 'title': 'Pokemon the Movie XY: Ring no Choumajin Hoopa'}], 'Summary': [{'mal_id': 21703, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21703/Pokemon_XY__New_Year_Special', 'title': 'Pokemon XY: New Year Special'}, {'mal_id': 29419, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29419/Pokemon_XY__New_Years_Eve_2014_Super_Mega_Special', 'title': 'Pokemon XY: New Year&#039;s Eve 2014 Super Mega Special'}], 'Other': [{'mal_id': 30686, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30686/Pokemon_XY__Hoopa_no_Odemashi_Daisakusen', 'title': 'Pokemon XY: Hoopa no Odemashi Daisakusen!!'}], 'Sequel': [{'mal_id': 31592, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31592/Pokemon_XY_Z', 'title': 'Pokemon XY&Z'}], 'Alternative setting': [{'mal_id': 34514, 'type': 'anime', 'url': 'https://myanimelist.net/anime/34514/Pokemon_Generations', 'title': 'Pokemon Generations'}]}","Action, Adventure, Comedy, Fantasy, Kids"
2430,19431,Gokujo.: Souda Onsen ni Ikou!!,6.13,55,6994.0,5859,,"{'Parent story': [{'mal_id': 11769, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11769/Gokujo__Gokurakuin_Joshikou_Ryou_Monogatari', 'title': 'Gokujo.: Gokurakuin Joshikou Ryou Monogatari'}]}","Ecchi, Comedy, Shoujo Ai"
3619,19575,Kobayashi ga Kawai sugite Tsurai!!,6.36,122,6158.0,4476,Kobayashi ga Kawai Sugite Tsurai!! was bundled with the limited edition of third and sixth volume of Kobayashi ga Kawai Sugite Tsurai!! shoujo manga. ,"{'Adaptation': [{'mal_id': 43297, 'type': 'manga', 'url': 'https://myanimelist.net/manga/43297/Kobayashi_ga_Kawai_sugite_Tsurai', 'title': 'Kobayashi ga Kawai sugite Tsurai!!'}]}","Romance, School, Shoujo"
5395,19759,Ansatsu Kyoushitsu: Jump Festa 2013 Special,7.33,788,2295.0,1555,,"{'Adaptation': [{'mal_id': 39883, 'type': 'manga', 'url': 'https://myanimelist.net/manga/39883/Ansatsu_Kyoushitsu', 'title': 'Ansatsu Kyoushitsu'}], 'Alternative version': [{'mal_id': 24833, 'type': 'anime', 'url': 'https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu', 'title': 'Ansatsu Kyoushitsu'}]}","Action, Comedy, Shounen"
10363,20517,Little Busters!: EX,7.86,579,783.0,1969,,"{'Adaptation': [{'mal_id': 19325, 'type': 'manga', 'url': 'https://myanimelist.net/manga/19325/Little_Busters_Ecstasy_Series', 'title': 'Little Busters! Ecstasy Series'}], 'Parent story': [{'mal_id': 18195, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18195/Little_Busters__Refrain', 'title': 'Little Busters!: Refrain'}]}","Comedy, Drama, Romance, School, Slice of Life, Supernatural"
1000,20555,SoniAni: Super Sonico The Animation,6.2,749,6764.0,1412,,"{'Character': [{'mal_id': 10519, 'type': 'anime', 'url': 'https://myanimelist.net/anime/10519/Mahou_Shoujo_Sonico★Magica', 'title': 'Mahou Shoujo Sonico★Magica'}], 'Other': [{'mal_id': 35329, 'type': 'anime', 'url': 'https://myanimelist.net/anime/35329/Ultrasonico', 'title': 'Ultrasonico'}]}","Music, Slice of Life"
5759,20889,Kuro no Sumika: Chronus,6.92,399,3843.0,3153,,"{'Other': [{'mal_id': 20903, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20903/Harmonie', 'title': 'Harmonie'}, {'mal_id': 20907, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20907/Ookii_1_Nensei_to_Chiisana_2_Nensei', 'title': 'Ookii 1 Nensei to Chiisana 2 Nensei'}, {'mal_id': 20961, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20961/Parol_no_Miraijima', 'title': 'Parol no Miraijima'}]}",Psychological
6107,20919,Diabolik Lovers Recap,5.48,377,8401.0,3075,,"{'Full story': [{'mal_id': 17513, 'type': 'anime', 'url': 'https://myanimelist.net/anime/17513/Diabolik_Lovers', 'title': 'Diabolik Lovers'}]}","Shoujo, Vampire"
12132,20931,Oneechan ga Kita,6.49,1456,5650.0,1317,,"{'Adaptation': [{'mal_id': 60201, 'type': 'manga', 'url': 'https://myanimelist.net/manga/60201/Oneechan_ga_Kita', 'title': 'Oneechan ga Kita'}], 'Sequel': [{'mal_id': 23427, 'type': 'anime', 'url': 'https://myanimelist.net/anime/23427/Oneechan_ga_Kita_Special', 'title': 'Oneechan ga Kita Special'}]}","Comedy, Slice of Life"
11745,21039,Gatchaman Crowds Insight,7.4,656,2012.0,1501,,"{'Prequel': [{'mal_id': 30925, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30925/Gatchaman_Crowds_Insight__Inbound', 'title': 'Gatchaman Crowds Insight: Inbound'}]}","Adventure, Sci-Fi"
7392,21069,Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,6.99,57,,5053,,"{'Adaptation': [{'mal_id': 52825, 'type': 'manga', 'url': 'https://myanimelist.net/manga/52825/Amanee', 'title': 'Amanee!'}]}",Hentai
6655,21097,Oni Chichi: Rebuild,7.58,114,,3155,,"{'Adaptation': [{'mal_id': 69219, 'type': 'manga', 'url': 'https://myanimelist.net/manga/69219/Oni_Chichi', 'title': 'Oni Chichi'}], 'Prequel': [{'mal_id': 11879, 'type': 'anime', 'url': 'https://myanimelist.net/anime/11879/Oni_Chichi__Re-born', 'title': 'Oni Chichi: Re-born'}], 'Sequel': [{'mal_id': 30891, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30891/Oni_Chichi__Refresh♥', 'title': 'Oni Chichi: Refresh♥'}]}",Hentai
11374,21495,Denpa Kyoushi,6.49,57,5632.0,4326,,"{'Adaptation': [{'mal_id': 32779, 'type': 'manga', 'url': 'https://myanimelist.net/manga/32779/Denpa_Kyoushi', 'title': 'Denpa Kyoushi'}], 'Other': [{'mal_id': 29589, 'type': 'anime', 'url': 'https://myanimelist.net/anime/29589/Denpa_Kyoushi_TV', 'title': 'Denpa Kyoushi (TV)'}]}","Comedy, School, Shounen"
7420,21521,Futa-bu!,7.22,132,,3397,,"{'Adaptation': [{'mal_id': 7609, 'type': 'manga', 'url': 'https://myanimelist.net/manga/7609/Futabu_Mix', 'title': 'Futabu! Mix'}], 'Sequel': [{'mal_id': 28779, 'type': 'anime', 'url': 'https://myanimelist.net/anime/28779/Futa-bu', 'title': 'Futa-bu!!'}]}","Hentai, School, Yuri"
8610,21541,Hentai Ouji to Warawanai Neko.: Henneko BBS,6.8,363,4316.0,2618,,"{'Other': [{'mal_id': 15225, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15225/Hentai_Ouji_to_Warawanai_Neko', 'title': 'Hentai Ouji to Warawanai Neko.'}]}",Comedy
4983,21571,"Pokemon: Pikachu, Kore Nan no Kagi?",6.5,34,5618.0,5893,,"{'Parent story': [{'mal_id': 19291, 'type': 'anime', 'url': 'https://myanimelist.net/anime/19291/Pokemon_XY', 'title': 'Pokemon XY'}], 'Other': [{'mal_id': 21569, 'type': 'anime', 'url': 'https://myanimelist.net/anime/21569/Pokemon_XY__Hakai_no_Mayu_to_Diancie', 'title': 'Pokemon XY: Hakai no Mayu to Diancie'}]}","Adventure, Comedy, Fantasy, Kids"
11183,21659,Kill la Kill Specials,7.8,2467,876.0,774,,"{'Parent story': [{'mal_id': 18679, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18679/Kill_la_Kill', 'title': 'Kill la Kill'}]}","Action, Comedy, Super Power, School"
11198,21797,Chuunibyou demo Koi ga Shitai! Ren Lite,7.22,882,2711.0,1713,,"{'Prequel': [{'mal_id': 15687, 'type': 'anime', 'url': 'https://myanimelist.net/anime/15687/Chuunibyou_demo_Koi_ga_Shitai_Lite', 'title': 'Chuunibyou demo Koi ga Shitai! Lite'}], 'Parent story': [{'mal_id': 18671, 'type': 'anime', 'url': 'https://myanimelist.net/anime/18671/Chuunibyou_demo_Koi_ga_Shitai_Ren', 'title': 'Chuunibyou demo Koi ga Shitai! Ren'}]}","Comedy, School"
6807,22097,Magi: Sinbad no Bouken,7.99,910,573.0,1173,The Magi: Sinbad no Bouken OVAs were aired as episodes 2 through 6 of the television series under modified titles.,"{'Adaptation': [{'mal_id': 48025, 'type': 'manga', 'url': 'https://myanimelist.net/manga/48025/Magi__Sinbad_no_Bouken', 'title': 'Magi: Sinbad no Bouken'}], 'Alternative version': [{'mal_id': 31741, 'type': 'anime', 'url': 'https://myanimelist.net/anime/31741/Magi__Sinbad_no_Bouken_TV', 'title': 'Magi: Sinbad no Bouken (TV)'}]}","Action, Adventure, Fantasy, Magic, Shounen"
10404,22119,PeroPero☆Teacher,6.42,37,,5514,,[],Hentai
9366,22189,Futsuu no Joshikousei ga [Locodol] Yattemita.,6.94,619,3772.0,2022,,"{'Adaptation': [{'mal_id': 66085, 'type': 'manga', 'url': 'https://myanimelist.net/manga/66085/Futsuu_no_Joshikousei_ga_LocoDol_Yattemita', 'title': 'Futsuu no Joshikousei ga [LocoDol] Yattemita.'}], 'Sequel': [{'mal_id': 25719, 'type': 'anime', 'url': 'https://myanimelist.net/anime/25719/Futsuu_no_Joshikousei_ga_Locodol_Yattemita__Nagarekawa_Annai_Shitemita', 'title': 'Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.'}], 'Side story': [{'mal_id': 30988, 'type': 'anime', 'url': 'https://myanimelist.net/anime/30988/Futsuu_no_Joshikousei_ga_Locodol_Yattemita_OVA', 'title': 'Futsuu no Joshikousei ga [Locodol] Yattemita. OVA'}]}","Slice of Life, Comedy, Seinen"
2501,22335,Teekyuu 3 Specials,6.65,112,4994.0,4399,,"{'Parent story': [{'mal_id': 20473, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20473/Teekyuu_3', 'title': 'Teekyuu 3'}]}","Comedy, School, Shounen, Sports"
2900,22377,Wonder Momo,3.76,93,9471.0,5280,,[],"Action, Game, Martial Arts, School"
6705,23079,Glasslip,5.53,2129,8321.0,752,,"{'Adaptation': [{'mal_id': 78167, 'type': 'manga', 'url': 'https://myanimelist.net/manga/78167/Glasslip', 'title': 'Glasslip'}, {'mal_id': 78169, 'type': 'manga', 'url': 'https://myanimelist.net/manga/78169/Hinas_Lip', 'title': 'Hina&#039;s Lip'}]}","Romance, Slice of Life, Supernatural"
12798,23115,Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,6.85,62,4103.0,4633,,"{'Full story': [{'mal_id': 20689, 'type': 'anime', 'url': 'https://myanimelist.net/anime/20689/Hamatora_The_Animation', 'title': 'Hamatora The Animation'}]}","Mystery, Comedy, Super Power"
13366,23153,Hayate no Gotoku! OVA,7.23,131,2677.0,4026,,"{'Adaptation': [{'mal_id': 696, 'type': 'manga', 'url': 'https://myanimelist.net/manga/696/Hayate_no_Gotoku', 'title': 'Hayate no Gotoku!'}], 'Other': [{'mal_id': 16982, 'type': 'anime', 'url': 'https://myanimelist.net/anime/16982/Hayate_no_Gotoku_Cuties', 'title': 'Hayate no Gotoku! Cuties'}]}","Romance, Comedy, Harem, Parody, Shounen"
